Time,Driver,DriverNumber,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position.1,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0 days 01:04:15.422000,VER,1,0 days 00:01:40.236000,1,1,0,42.325,24.389,0,0 days 01:03:51.046000,0 days 01:04:15.427000,230,254,274,250,FALSE,SOFT,4,FALSE,Red Bull Racing,0 days 01:02:34.872000,03:34.9,1,2,FALSE,0,FALSE,FALSE,100.236,,23.9,25,1010.2,FALSE,29.1,20,0.5
0 days 01:05:53.302000,VER,1,0 days 00:01:37.880000,2,1,31.285,42.269,24.326,0 days 01:04:46.662000,0 days 01:05:28.931000,0 days 01:05:53.257000,,252,276,296,TRUE,SOFT,5,FALSE,Red Bull Racing,0 days 01:04:15.422000,05:15.4,1,2,FALSE,0,FALSE,TRUE,97.88,97.88,23.8,26,1010.4,FALSE,29,357,0.5
0 days 01:07:31.659000,VER,1,0 days 00:01:38.357000,3,1,31.499,42.474,24.384,0 days 01:06:24.756000,0 days 01:07:07.230000,0 days 01:07:31.614000,229,254,276,294,FALSE,SOFT,6,FALSE,Red Bull Racing,0 days 01:05:53.302000,06:53.3,1,2,FALSE,0,FALSE,TRUE,98.357,98.357,23.8,27,1010.4,FALSE,29,12,0.5
0 days 01:09:10.225000,VER,1,0 days 00:01:38.566000,4,1,31.342,42.674,24.55,0 days 01:08:02.956000,0 days 01:08:45.630000,0 days 01:09:10.180000,231,250,276,297,FALSE,SOFT,7,FALSE,Red Bull Racing,0 days 01:07:31.659000,08:31.7,1,2,FALSE,0,FALSE,TRUE,98.566,98.566,23.8,29,1010.4,FALSE,28.7,12,0.4
0 days 01:10:49.102000,VER,1,0 days 00:01:38.877000,5,1,31.498,42.854,24.525,0 days 01:09:41.678000,0 days 01:10:24.532000,0 days 01:10:49.057000,229,256,276,293,FALSE,SOFT,8,FALSE,Red Bull Racing,0 days 01:09:10.225000,10:10.2,1,2,FALSE,0,FALSE,TRUE,98.877,98.877,23.8,33,1010.4,FALSE,28.5,316,0.4
0 days 01:12:28.042000,VER,1,0 days 00:01:38.940000,6,1,31.572,42.759,24.609,0 days 01:11:20.629000,0 days 01:12:03.388000,0 days 01:12:27.997000,,255,275,288,FALSE,SOFT,9,FALSE,Red Bull Racing,0 days 01:10:49.102000,11:49.1,1,2,FALSE,0,FALSE,TRUE,98.94,98.94,23.7,33,1010.4,FALSE,28.3,314,0.2
0 days 01:14:07.104000,VER,1,0 days 00:01:39.062000,7,1,31.637,42.845,24.58,0 days 01:12:59.634000,0 days 01:13:42.479000,0 days 01:14:07.059000,228,253,276,289,FALSE,SOFT,10,FALSE,Red Bull Racing,0 days 01:12:28.042000,13:28.1,1,2,FALSE,0,FALSE,TRUE,99.062,99.062,23.6,34,1010.4,FALSE,28.3,37,0.1
0 days 01:15:46.196000,VER,1,0 days 00:01:39.092000,8,1,31.616,42.875,24.601,0 days 01:14:38.675000,0 days 01:15:21.550000,0 days 01:15:46.151000,229,253,276,290,FALSE,SOFT,11,FALSE,Red Bull Racing,0 days 01:14:07.104000,15:07.1,1,2,FALSE,0,FALSE,TRUE,99.092,99.092,23.5,35,1010.4,FALSE,28.1,204,0.3
0 days 01:17:25.447000,VER,1,0 days 00:01:39.251000,9,1,31.625,42.957,24.669,0 days 01:16:17.776000,0 days 01:17:00.733000,0 days 01:17:25.402000,228,252,276,288,FALSE,SOFT,12,FALSE,Red Bull Racing,0 days 01:15:46.196000,16:46.2,1,2,FALSE,0,FALSE,TRUE,99.251,99.251,23.5,36,1010.4,FALSE,28.1,339,0.1
0 days 01:19:04.839000,VER,1,0 days 00:01:39.392000,10,1,31.736,43.051,24.605,0 days 01:17:57.138000,0 days 01:18:40.189000,0 days 01:19:04.794000,,248,275,,FALSE,SOFT,13,FALSE,Red Bull Racing,0 days 01:17:25.447000,18:25.5,1,2,FALSE,0,FALSE,TRUE,99.392,99.392,23.3,36,1010.2,FALSE,28,50,0.2
0 days 01:20:44.318000,VER,1,0 days 00:01:39.479000,11,1,31.749,43.09,24.64,0 days 01:19:36.543000,0 days 01:20:19.633000,0 days 01:20:44.273000,227,251,276,289,FALSE,SOFT,14,FALSE,Red Bull Racing,0 days 01:19:04.839000,20:04.9,1,2,FALSE,0,FALSE,TRUE,99.479,99.479,23.3,36,1010.4,FALSE,28,36,0.2
0 days 01:22:23.728000,VER,1,0 days 00:01:39.410000,12,1,31.702,43.076,24.632,0 days 01:21:15.975000,0 days 01:21:59.051000,0 days 01:22:23.683000,229,249,276,294,FALSE,SOFT,15,FALSE,Red Bull Racing,0 days 01:20:44.318000,21:44.3,1,2,FALSE,0,FALSE,TRUE,99.41,99.41,23.3,37,1010.4,FALSE,27.9,258,0.1
0 days 01:24:03.262000,VER,1,0 days 00:01:39.534000,13,1,31.809,43.082,24.643,0 days 01:22:55.492000,0 days 01:23:38.574000,0 days 01:24:03.217000,228,251,275,290,FALSE,SOFT,16,FALSE,Red Bull Racing,0 days 01:22:23.728000,23:23.7,1,2,FALSE,0,FALSE,TRUE,99.534,99.534,23.1,37,1010.4,FALSE,27.8,242,0.2
0 days 01:25:45.312000,VER,1,0 days 00:01:42.050000,14,1,31.831,43.137,27.082,0 days 01:24:35.048000,0 days 01:25:18.185000,0 days 01:25:45.267000,229,253,,292,FALSE,SOFT,17,FALSE,Red Bull Racing,0 days 01:24:03.262000,25:03.3,1,2,FALSE,0,FALSE,FALSE,102.05,102.05,23.1,37,1010.5,FALSE,27.8,8,0.1
0 days 01:27:42.721000,VER,1,0 days 00:01:57.409000,15,2,52.162,41.525,23.722,0 days 01:26:37.429000,0 days 01:27:18.954000,0 days 01:27:42.676000,227,257,276,208,FALSE,SOFT,1,TRUE,Red Bull Racing,0 days 01:25:45.312000,26:45.3,2,4,FALSE,0,FALSE,FALSE,117.409,117.409,23.2,38,1010.5,FALSE,27.8,31,0.2
0 days 01:29:19.626000,VER,1,0 days 00:01:36.905000,16,2,30.944,41.97,23.991,0 days 01:28:13.620000,0 days 01:28:55.590000,0 days 01:29:19.581000,231,260,286,300,TRUE,SOFT,2,TRUE,Red Bull Racing,0 days 01:27:42.721000,28:42.7,1,2,FALSE,0,FALSE,TRUE,96.905,96.905,23.1,38,1010.5,FALSE,27.7,54,0.2
0 days 01:30:57.213000,VER,1,0 days 00:01:37.587000,17,2,30.898,42.382,24.307,0 days 01:29:50.479000,0 days 01:30:32.861000,0 days 01:30:57.168000,233,258,286,313,FALSE,SOFT,3,TRUE,Red Bull Racing,0 days 01:29:19.626000,30:19.6,1,2,FALSE,0,FALSE,TRUE,97.587,97.587,23,38,1010.5,FALSE,27.8,65,0.1
0 days 01:32:34.930000,VER,1,0 days 00:01:37.717000,18,2,30.951,42.567,24.199,0 days 01:31:28.119000,0 days 01:32:10.686000,0 days 01:32:34.885000,228,259,286,327,FALSE,SOFT,4,TRUE,Red Bull Racing,0 days 01:30:57.213000,31:57.2,1,2,FALSE,0,FALSE,TRUE,97.717,97.717,22.9,38,1010.5,FALSE,27.8,1,0.2
0 days 01:34:12.658000,VER,1,0 days 00:01:37.728000,19,2,31.192,42.236,24.3,0 days 01:33:06.077000,0 days 01:33:48.313000,0 days 01:34:12.613000,229,261,278,,FALSE,SOFT,5,TRUE,Red Bull Racing,0 days 01:32:34.930000,33:34.9,1,2,FALSE,0,FALSE,TRUE,97.728,97.728,22.8,38,1010.5,FALSE,27.9,69,0.3
0 days 01:35:50.915000,VER,1,0 days 00:01:38.257000,20,2,31.433,42.521,24.303,0 days 01:34:44.046000,0 days 01:35:26.567000,0 days 01:35:50.870000,,254,278,286,FALSE,SOFT,6,TRUE,Red Bull Racing,0 days 01:34:12.658000,35:12.7,1,2,FALSE,0,FALSE,TRUE,98.257,98.257,22.7,38,1010.4,FALSE,27.7,78,0.4
0 days 01:37:29.209000,VER,1,0 days 00:01:38.294000,21,2,31.331,42.577,24.386,0 days 01:36:22.201000,0 days 01:37:04.778000,0 days 01:37:29.164000,230,249,278,282,FALSE,SOFT,7,TRUE,Red Bull Racing,0 days 01:35:50.915000,36:50.9,1,2,FALSE,0,FALSE,TRUE,98.294,98.294,22.7,37,1010.5,FALSE,27.6,16,0.4
0 days 01:39:07.452000,VER,1,0 days 00:01:38.243000,22,2,31.35,42.566,24.327,0 days 01:38:00.514000,0 days 01:38:43.080000,0 days 01:39:07.407000,,256,278,289,FALSE,SOFT,8,TRUE,Red Bull Racing,0 days 01:37:29.209000,38:29.2,1,2,FALSE,0,FALSE,TRUE,98.243,98.243,22.8,37,1010.4,FALSE,27.5,18,0.3
0 days 01:40:45.543000,VER,1,0 days 00:01:38.091000,23,2,31.24,42.458,24.393,0 days 01:39:38.647000,0 days 01:40:21.105000,0 days 01:40:45.498000,231,259,277,294,FALSE,SOFT,9,TRUE,Red Bull Racing,0 days 01:39:07.452000,40:07.5,1,2,FALSE,0,FALSE,TRUE,98.091,98.091,22.8,36,1010.5,FALSE,27.5,7,0.3
0 days 01:42:23.730000,VER,1,0 days 00:01:38.187000,24,2,31.187,42.582,24.418,0 days 01:41:16.685000,0 days 01:41:59.267000,0 days 01:42:23.685000,232,258,278,295,FALSE,SOFT,10,TRUE,Red Bull Racing,0 days 01:40:45.543000,41:45.6,1,2,FALSE,0,FALSE,TRUE,98.187,98.187,22.8,36,1010.5,FALSE,27.5,40,0.2
0 days 01:44:02.102000,VER,1,0 days 00:01:38.372000,25,2,31.252,42.743,24.377,0 days 01:42:54.937000,0 days 01:43:37.680000,0 days 01:44:02.057000,233,258,277,,FALSE,SOFT,11,TRUE,Red Bull Racing,0 days 01:42:23.730000,43:23.7,1,2,FALSE,0,FALSE,TRUE,98.372,98.372,22.8,36,1010.5,FALSE,27.4,0,0.2
0 days 01:45:40.578000,VER,1,0 days 00:01:38.476000,26,2,31.444,42.584,24.448,0 days 01:44:33.501000,0 days 01:45:16.085000,0 days 01:45:40.533000,,258,276,298,FALSE,SOFT,12,TRUE,Red Bull Racing,0 days 01:44:02.102000,45:02.1,1,2,FALSE,0,FALSE,TRUE,98.476,98.476,22.8,36,1010.5,FALSE,27.4,22,0.1
0 days 01:47:19.401000,VER,1,0 days 00:01:38.823000,27,2,31.415,42.87,24.538,0 days 01:46:11.948000,0 days 01:46:54.818000,0 days 01:47:19.356000,232,258,277,299,FALSE,SOFT,13,TRUE,Red Bull Racing,0 days 01:45:40.578000,46:40.6,1,2,FALSE,0,FALSE,TRUE,98.823,98.823,22.8,36,1010.5,FALSE,27.4,11,0.3
0 days 01:48:58.183000,VER,1,0 days 00:01:38.782000,28,2,31.496,42.824,24.462,0 days 01:47:50.852000,0 days 01:48:33.676000,0 days 01:48:58.138000,,259,278,298,FALSE,SOFT,14,TRUE,Red Bull Racing,0 days 01:47:19.401000,48:19.4,1,2,FALSE,0,FALSE,TRUE,98.782,98.782,22.8,36,1010.5,FALSE,27.4,277,0.3
0 days 01:50:37.567000,VER,1,0 days 00:01:39.384000,29,2,31.569,43.286,24.529,0 days 01:49:29.707000,0 days 01:50:12.993000,0 days 01:50:37.522000,,258,279,,FALSE,SOFT,15,TRUE,Red Bull Racing,0 days 01:48:58.183000,49:58.2,1,2,FALSE,0,FALSE,TRUE,99.384,99.384,22.9,36,1010.5,FALSE,27.4,277,0.3
0 days 01:52:19.104000,VER,1,0 days 00:01:41.537000,30,2,31.548,43.074,26.915,0 days 01:51:09.070000,0 days 01:51:52.144000,0 days 01:52:19.059000,233,258,,300,FALSE,SOFT,16,TRUE,Red Bull Racing,0 days 01:50:37.567000,51:37.6,1,2,FALSE,0,FALSE,FALSE,101.537,101.537,22.9,36,1010.4,FALSE,27.3,6,0.2
0 days 01:54:16.343000,VER,1,0 days 00:01:57.239000,31,3,52.026,41.486,23.727,0 days 01:53:11.085000,0 days 01:53:52.571000,0 days 01:54:16.298000,232,256,279,218,FALSE,MEDIUM,1,TRUE,Red Bull Racing,0 days 01:52:19.104000,53:19.1,1,4,FALSE,0,FALSE,FALSE,117.239,117.239,22.9,36,1010.4,FALSE,27.1,0,0.2
0 days 01:55:52.870000,VER,1,0 days 00:01:36.527000,32,3,30.783,41.843,23.901,0 days 01:54:47.081000,0 days 01:55:28.924000,0 days 01:55:52.825000,234,251,281,294,TRUE,MEDIUM,2,TRUE,Red Bull Racing,0 days 01:54:16.343000,55:16.4,1,4,FALSE,0,FALSE,TRUE,96.527,96.527,22.8,36,1010.5,FALSE,27.3,57,0.1
0 days 01:57:29.217000,VER,1,0 days 00:01:36.347000,33,3,30.817,41.723,23.807,0 days 01:56:23.642000,0 days 01:57:05.365000,0 days 01:57:29.172000,229,263,281,299,TRUE,MEDIUM,3,TRUE,Red Bull Racing,0 days 01:55:52.870000,56:52.9,1,4,FALSE,0,FALSE,TRUE,96.347,96.347,22.8,36,1010.5,FALSE,27.2,9,0.1
0 days 01:59:05.601000,VER,1,0 days 00:01:36.384000,34,3,30.72,41.701,23.963,0 days 01:57:59.892000,0 days 01:58:41.593000,0 days 01:59:05.556000,235,260,280,302,FALSE,MEDIUM,4,TRUE,Red Bull Racing,0 days 01:57:29.217000,58:29.2,1,2,FALSE,0,FALSE,TRUE,96.384,96.384,22.8,36,1010.5,FALSE,27.1,317,0
0 days 02:00:42.332000,VER,1,0 days 00:01:36.731000,35,3,30.946,41.892,23.893,0 days 01:59:36.502000,0 days 02:00:18.394000,0 days 02:00:42.287000,234,262,281,301,FALSE,MEDIUM,5,TRUE,Red Bull Racing,0 days 01:59:05.601000,00:05.6,1,2,FALSE,0,FALSE,TRUE,96.731,96.731,22.7,36,1010.5,FALSE,27,50,0
0 days 02:02:19.252000,VER,1,0 days 00:01:36.920000,36,3,30.961,41.889,24.07,0 days 02:01:13.248000,0 days 02:01:55.137000,0 days 02:02:19.207000,233,263,279,304,FALSE,MEDIUM,6,TRUE,Red Bull Racing,0 days 02:00:42.332000,01:42.3,1,2,FALSE,0,FALSE,TRUE,96.92,96.92,22.7,36,1010.5,FALSE,27,239,0
0 days 02:03:56.214000,VER,1,0 days 00:01:36.962000,37,3,30.907,42.037,24.018,0 days 02:02:50.114000,0 days 02:03:32.151000,0 days 02:03:56.169000,234,262,280,302,FALSE,MEDIUM,7,TRUE,Red Bull Racing,0 days 02:02:19.252000,03:19.3,1,2,FALSE,0,FALSE,TRUE,96.962,96.962,22.8,36,1010.5,FALSE,27.1,49,0.1
0 days 02:05:33.112000,VER,1,0 days 00:01:36.898000,38,3,30.949,41.961,23.988,0 days 02:04:27.118000,0 days 02:05:09.079000,0 days 02:05:33.067000,,265,281,304,FALSE,MEDIUM,8,TRUE,Red Bull Racing,0 days 02:03:56.214000,04:56.2,1,2,FALSE,0,FALSE,TRUE,96.898,96.898,22.8,36,1010.5,FALSE,27.1,317,0.2
0 days 02:07:10.367000,VER,1,0 days 00:01:37.255000,39,3,31.111,42.043,24.101,0 days 02:06:04.178000,0 days 02:06:46.221000,0 days 02:07:10.322000,,263,279,302,FALSE,MEDIUM,9,TRUE,Red Bull Racing,0 days 02:05:33.112000,06:33.1,1,2,FALSE,0,FALSE,TRUE,97.255,97.255,22.8,35,1010.7,FALSE,27,54,0.1
0 days 02:08:47.675000,VER,1,0 days 00:01:37.308000,40,3,31.099,42.07,24.139,0 days 02:07:41.421000,0 days 02:08:23.491000,0 days 02:08:47.630000,233,264,280,,FALSE,MEDIUM,10,TRUE,Red Bull Racing,0 days 02:07:10.367000,08:10.4,1,2,FALSE,0,FALSE,TRUE,97.308,97.308,22.7,36,1010.5,FALSE,26.9,7,0.1
0 days 02:10:24.959000,VER,1,0 days 00:01:37.284000,41,3,31.044,42.055,24.185,0 days 02:09:18.674000,0 days 02:10:00.729000,0 days 02:10:24.914000,234,263,280,,FALSE,MEDIUM,11,TRUE,Red Bull Racing,0 days 02:08:47.675000,09:47.7,1,2,FALSE,0,FALSE,TRUE,97.284,97.284,22.7,36,1010.5,FALSE,26.8,40,0.1
0 days 02:12:02.814000,VER,1,0 days 00:01:37.855000,42,3,31.209,42.5,24.146,0 days 02:10:56.123000,0 days 02:11:38.623000,0 days 02:12:02.769000,233,261,280,304,FALSE,MEDIUM,12,TRUE,Red Bull Racing,0 days 02:10:24.959000,11:25.0,1,2,FALSE,0,FALSE,TRUE,97.855,97.855,22.7,36,1010.5,FALSE,26.9,164,0.2
0 days 02:13:42.601000,VER,1,0 days 00:01:39.787000,43,3,31.188,42.249,26.35,0 days 02:12:33.957000,0 days 02:13:16.206000,0 days 02:13:42.556000,234,260,,305,FALSE,MEDIUM,13,TRUE,Red Bull Racing,0 days 02:12:02.814000,13:02.8,1,2,FALSE,0,FALSE,FALSE,99.787,99.787,22.7,36,1010.5,FALSE,26.9,195,0.1
0 days 02:15:39.843000,VER,1,0 days 00:01:57.242000,44,4,51.908,41.766,23.568,0 days 02:14:34.464000,0 days 02:15:16.230000,0 days 02:15:39.798000,231,259,280,212,FALSE,SOFT,4,FALSE,Red Bull Racing,0 days 02:13:42.601000,14:42.6,1,3,FALSE,0,FALSE,FALSE,117.242,117.242,22.7,36,1010.5,FALSE,26.9,0,0.3
0 days 02:17:15.590000,VER,1,0 days 00:01:35.747000,45,4,30.587,41.43,23.73,0 days 02:16:10.385000,0 days 02:16:51.815000,0 days 02:17:15.545000,235,260,281,303,TRUE,SOFT,5,FALSE,Red Bull Racing,0 days 02:15:39.843000,16:39.9,1,2,FALSE,0,FALSE,TRUE,95.747,95.747,22.7,36,1010.5,FALSE,26.7,247,0.2
0 days 02:19:25.531000,VER,1,0 days 00:02:09.941000,46,4,42.102,55.284,32.555,0 days 02:17:57.647000,0 days 02:18:52.931000,0 days 02:19:25.486000,172,199,228,222,FALSE,SOFT,6,FALSE,Red Bull Racing,0 days 02:17:15.590000,18:15.6,64,2,FALSE,0,FALSE,FALSE,129.941,129.941,22.7,36,1010.5,FALSE,26.7,0,0.1
0 days 02:21:40.313000,VER,1,0 days 00:02:14.782000,47,4,40.845,57.084,36.853,0 days 02:20:06.331000,0 days 02:21:03.415000,0 days 02:21:40.268000,187,209,108,253,FALSE,SOFT,7,FALSE,Red Bull Racing,0 days 02:19:25.531000,20:25.5,4,2,FALSE,0,FALSE,FALSE,134.782,134.782,22.7,37,1010.5,FALSE,26.6,359,0.1
0 days 02:24:12.131000,VER,1,,48,4,54.606,62.831,34.327,0 days 02:22:35.086000,0 days 02:23:37.796000,0 days 02:24:12.127000,96,179,249,119,FALSE,SOFT,8,FALSE,Red Bull Racing,0 days 02:21:40.313000,22:40.3,4,2,FALSE,0,FALSE,FALSE,,151.764,22.6,36,1010.5,FALSE,26.6,3,0.2
0 days 02:26:37.505000,VER,1,0 days 00:02:25.374000,49,4,43.039,68.042,34.293,0 days 02:24:55.125000,0 days 02:26:03.167000,0 days 02:26:37.460000,172,154,201,186,FALSE,SOFT,9,FALSE,Red Bull Racing,0 days 02:24:12.131000,25:12.1,4,2,FALSE,0,FALSE,FALSE,145.374,145.374,22.5,36,1010.7,FALSE,26.5,354,0.2
0 days 02:29:02.013000,VER,1,0 days 00:02:24.508000,50,4,45.067,59.062,40.379,0 days 02:27:22.527000,0 days 02:28:21.589000,0 days 02:29:01.968000,211,172,281,138,FALSE,SOFT,10,FALSE,Red Bull Racing,0 days 02:26:37.505000,27:37.5,4,2,FALSE,0,FALSE,FALSE,144.508,144.508,22.4,36,1010.7,FALSE,26.4,320,0.2
0 days 02:30:37.453000,VER,1,0 days 00:01:35.440000,51,4,30.521,41.27,23.649,0 days 02:29:32.489000,0 days 02:30:13.759000,0 days 02:30:37.408000,237,264,282,300,TRUE,SOFT,11,FALSE,Red Bull Racing,0 days 02:29:02.013000,30:02.0,1,2,FALSE,0,FALSE,FALSE,95.44,95.44,22.4,36,1010.7,FALSE,26.5,300,0.1
0 days 02:32:12.915000,VER,1,0 days 00:01:35.462000,52,4,30.578,41.319,23.565,0 days 02:31:07.986000,0 days 02:31:49.305000,0 days 02:32:12.870000,236,264,281,299,FALSE,SOFT,12,FALSE,Red Bull Racing,0 days 02:30:37.453000,31:37.5,1,2,FALSE,0,FALSE,TRUE,95.462,95.462,22.4,37,1010.7,FALSE,26.5,0,0
0 days 02:33:48.842000,VER,1,0 days 00:01:35.927000,53,4,30.517,41.435,23.975,0 days 02:32:43.387000,0 days 02:33:24.822000,0 days 02:33:48.797000,,260,271,303,FALSE,SOFT,13,FALSE,Red Bull Racing,0 days 02:32:12.915000,33:12.9,1,2,FALSE,0,FALSE,TRUE,95.927,95.927,22.4,35,1010.7,FALSE,26.4,39,0.1
0 days 02:35:52.936000,VER,1,0 days 00:02:04.094000,54,4,31.367,43.081,49.646,0 days 02:34:20.164000,0 days 02:35:03.245000,0 days 02:35:52.891000,222,231,,278,FALSE,SOFT,14,FALSE,Red Bull Racing,0 days 02:33:48.842000,34:48.9,1,13,FALSE,0,FALSE,FALSE,124.094,124.094,22.4,36,1010.7,FALSE,26.5,329,0.1
0 days 01:04:19.456000,GAS,10,0 days 00:01:44.270000,1,1,0,44.153,24.667,0,0 days 01:03:54.779000,0 days 01:04:19.464000,228,251,275,265,FALSE,SOFT,4,FALSE,AlphaTauri,0 days 01:02:34.872000,03:34.9,1,8,FALSE,0,FALSE,FALSE,104.27,,23.9,25,1010.2,FALSE,29.1,20,0.5
0 days 01:05:59.625000,GAS,10,0 days 00:01:40.169000,2,1,32.18,43.326,24.663,0 days 01:04:51.600000,0 days 01:05:34.926000,0 days 01:05:59.589000,227,242,274,289,TRUE,SOFT,5,FALSE,AlphaTauri,0 days 01:04:19.456000,05:19.5,1,8,FALSE,0,FALSE,TRUE,100.169,100.169,23.8,26,1010.4,FALSE,29,357,0.5
0 days 01:07:39.593000,GAS,10,0 days 00:01:39.968000,3,1,31.94,43.366,24.662,0 days 01:06:31.529000,0 days 01:07:14.895000,0 days 01:07:39.557000,226,246,275,292,TRUE,SOFT,6,FALSE,AlphaTauri,0 days 01:05:59.625000,06:59.6,1,8,FALSE,0,FALSE,TRUE,99.968,99.968,23.8,27,1010.4,FALSE,29,12,0.5
0 days 01:09:19.751000,GAS,10,0 days 00:01:40.158000,4,1,31.77,43.681,24.707,0 days 01:08:11.327000,0 days 01:08:55.008000,0 days 01:09:19.715000,,242,275,297,FALSE,SOFT,7,FALSE,AlphaTauri,0 days 01:07:39.593000,08:39.6,1,8,FALSE,0,FALSE,TRUE,100.158,100.158,23.8,29,1010.4,FALSE,28.7,12,0.4
0 days 01:11:00,GAS,10,0 days 00:01:40.249000,5,1,31.849,43.679,24.721,0 days 01:09:51.564000,0 days 01:10:35.243000,0 days 01:10:59.964000,227,241,275,295,FALSE,SOFT,8,FALSE,AlphaTauri,0 days 01:09:19.751000,10:19.8,1,8,FALSE,0,FALSE,TRUE,100.249,100.249,23.8,33,1010.4,FALSE,28.5,316,0.4
0 days 01:12:40.474000,GAS,10,0 days 00:01:40.474000,6,1,31.986,43.748,24.74,0 days 01:11:31.950000,0 days 01:12:15.698000,0 days 01:12:40.438000,228,246,274,296,FALSE,SOFT,9,FALSE,AlphaTauri,0 days 01:11:00,12:00.0,1,8,FALSE,0,FALSE,TRUE,100.474,100.474,23.7,33,1010.4,FALSE,28.3,314,0.2
0 days 01:14:20.907000,GAS,10,0 days 00:01:40.433000,7,1,31.942,43.66,24.831,0 days 01:13:12.380000,0 days 01:13:56.040000,0 days 01:14:20.871000,227,246,274,,FALSE,SOFT,10,FALSE,AlphaTauri,0 days 01:12:40.474000,13:40.5,1,8,FALSE,0,FALSE,TRUE,100.433,100.433,23.6,34,1010.4,FALSE,28.3,37,0.1
0 days 01:16:01.591000,GAS,10,0 days 00:01:40.684000,8,1,32.096,43.852,24.736,0 days 01:14:52.967000,0 days 01:15:36.819000,0 days 01:16:01.555000,,244,274,,FALSE,SOFT,11,FALSE,AlphaTauri,0 days 01:14:20.907000,15:20.9,1,8,FALSE,0,FALSE,TRUE,100.684,100.684,23.5,35,1010.4,FALSE,28.1,204,0.3
0 days 01:17:42.435000,GAS,10,0 days 00:01:40.844000,9,1,32.023,43.971,24.85,0 days 01:16:33.578000,0 days 01:17:17.549000,0 days 01:17:42.399000,,232,274,294,FALSE,SOFT,12,FALSE,AlphaTauri,0 days 01:16:01.591000,17:01.6,1,8,FALSE,0,FALSE,TRUE,100.844,100.844,23.5,36,1010.4,FALSE,28.1,339,0.1
0 days 01:19:23.416000,GAS,10,0 days 00:01:40.981000,10,1,32.112,44.021,24.848,0 days 01:18:14.511000,0 days 01:18:58.532000,0 days 01:19:23.380000,,234,274,,FALSE,SOFT,13,FALSE,AlphaTauri,0 days 01:17:42.435000,18:42.5,1,8,FALSE,0,FALSE,TRUE,100.981,100.981,23.3,36,1010.2,FALSE,28,50,0.2
0 days 01:21:04.505000,GAS,10,0 days 00:01:41.089000,11,1,32.157,44.084,24.848,0 days 01:19:55.537000,0 days 01:20:39.621000,0 days 01:21:04.469000,225,242,273,295,FALSE,SOFT,14,FALSE,AlphaTauri,0 days 01:19:23.416000,20:23.4,1,8,FALSE,0,FALSE,TRUE,101.089,101.089,23.3,36,1010.4,FALSE,28,36,0.2
0 days 01:22:45.852000,GAS,10,0 days 00:01:41.347000,12,1,32.263,44.217,24.867,0 days 01:21:36.732000,0 days 01:22:20.949000,0 days 01:22:45.816000,227,240,274,,FALSE,SOFT,15,FALSE,AlphaTauri,0 days 01:21:04.505000,22:04.5,1,7,FALSE,0,FALSE,TRUE,101.347,101.347,23.2,37,1010.4,FALSE,27.9,309,0.2
0 days 01:24:27.108000,GAS,10,0 days 00:01:41.256000,13,1,32.221,44.161,24.874,0 days 01:23:18.037000,0 days 01:24:02.198000,0 days 01:24:27.072000,226,242,273,,FALSE,SOFT,16,FALSE,AlphaTauri,0 days 01:22:45.852000,23:45.9,1,7,FALSE,0,FALSE,TRUE,101.256,101.256,23.1,37,1010.4,FALSE,27.8,242,0.2
0 days 01:26:11.113000,GAS,10,0 days 00:01:44.005000,14,1,32.311,44.13,27.564,0 days 01:24:59.383000,0 days 01:25:43.513000,0 days 01:26:11.077000,227,238,,296,FALSE,SOFT,17,FALSE,AlphaTauri,0 days 01:24:27.108000,25:27.1,2,7,FALSE,0,FALSE,FALSE,104.005,104.005,23.1,38,1010.4,FALSE,27.8,27,0.1
0 days 01:28:12.510000,GAS,10,0 days 00:02:01.397000,15,2,53.152,43.562,24.683,0 days 01:27:04.229000,0 days 01:27:47.791000,0 days 01:28:12.474000,227,248,287,219,FALSE,MEDIUM,1,TRUE,AlphaTauri,0 days 01:26:11.113000,27:11.1,1,12,FALSE,0,FALSE,FALSE,121.397,121.397,23.1,38,1010.5,FALSE,27.7,20,0.2
0 days 01:29:51.215000,GAS,10,0 days 00:01:38.705000,16,2,31.029,43.445,24.231,0 days 01:28:43.503000,0 days 01:29:26.948000,0 days 01:29:51.179000,229,249,274,326,TRUE,MEDIUM,2,TRUE,AlphaTauri,0 days 01:28:12.510000,29:12.5,1,8,FALSE,0,FALSE,TRUE,98.705,98.705,23,38,1010.4,FALSE,27.7,148,0.3
0 days 01:31:30.083000,GAS,10,0 days 00:01:38.868000,17,2,31.602,42.982,24.284,0 days 01:30:22.781000,0 days 01:31:05.763000,0 days 01:31:30.047000,227,244,274,292,FALSE,MEDIUM,3,TRUE,AlphaTauri,0 days 01:29:51.215000,30:51.2,1,8,FALSE,0,FALSE,TRUE,98.868,98.868,23,38,1010.5,FALSE,27.8,65,0.1
