Time,Driver,DriverNumber,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position.1,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0 days 01:11:14.709000,RIC,3,0 days 00:01:41.818000,5,1,32.162,44.451,25.205,0 days 01:10:04.986000,0 days 01:10:49.437000,0 days 01:11:14.642000,,241,283,294,FALSE,MEDIUM,5,TRUE,McLaren,0 days 01:09:32.891000,10:32.9,1,20,FALSE,0,FALSE,TRUE,101.818,101.818,23.8,33,1010.4,FALSE,28.5,316,0.4
0 days 01:12:56.479000,RIC,3,0 days 00:01:41.770000,6,1,31.99,44.665,25.115,0 days 01:11:46.632000,0 days 01:12:31.297000,0 days 01:12:56.412000,225,234,276,292,FALSE,MEDIUM,6,TRUE,McLaren,0 days 01:11:14.709000,12:14.7,1,19,FALSE,0,FALSE,TRUE,101.77,101.77,23.6,34,1010.4,FALSE,28.3,12,0.2
0 days 01:14:39.616000,RIC,3,0 days 00:01:43.137000,7,1,32.521,45.514,25.102,0 days 01:13:28.933000,0 days 01:14:14.447000,0 days 01:14:39.549000,223,241,284,301,FALSE,MEDIUM,7,TRUE,McLaren,0 days 01:12:56.479000,13:56.5,1,20,FALSE,0,FALSE,TRUE,103.137,103.137,23.6,34,1010.4,FALSE,28.3,37,0.1
0 days 01:16:21.510000,RIC,3,0 days 00:01:41.894000,8,1,32.24,44.498,25.156,0 days 01:15:11.789000,0 days 01:15:56.287000,0 days 01:16:21.443000,225,239,284,293,FALSE,MEDIUM,8,TRUE,McLaren,0 days 01:14:39.616000,15:39.6,1,20,FALSE,0,FALSE,TRUE,101.894,101.894,23.5,35,1010.4,FALSE,28.1,204,0.3
0 days 01:18:04.256000,RIC,3,0 days 00:01:42.746000,9,1,32.433,45.033,25.28,0 days 01:16:53.876000,0 days 01:17:38.909000,0 days 01:18:04.189000,223,239,283,287,FALSE,MEDIUM,9,TRUE,McLaren,0 days 01:16:21.510000,17:21.5,1,20,FALSE,0,FALSE,TRUE,102.746,102.746,23.4,36,1010.4,FALSE,28,26,0.2
0 days 01:19:47.033000,RIC,3,0 days 00:01:42.777000,10,1,32.518,44.801,25.458,0 days 01:18:36.707000,0 days 01:19:21.508000,0 days 01:19:46.966000,225,236,283,281,FALSE,MEDIUM,10,TRUE,McLaren,0 days 01:18:04.256000,19:04.3,1,20,FALSE,0,FALSE,TRUE,102.777,102.777,23.3,36,1010.4,FALSE,28,357,0.1
0 days 01:21:29.674000,RIC,3,0 days 00:01:42.641000,11,1,32.439,44.877,25.325,0 days 01:20:19.405000,0 days 01:21:04.282000,0 days 01:21:29.607000,224,237,284,282,FALSE,MEDIUM,11,TRUE,McLaren,0 days 01:19:47.033000,20:47.0,1,20,FALSE,0,FALSE,TRUE,102.641,102.641,23.3,36,1010.4,FALSE,28,36,0.2
0 days 01:23:11.295000,RIC,3,0 days 00:01:41.621000,12,1,32.151,44.477,24.993,0 days 01:22:01.758000,0 days 01:22:46.235000,0 days 01:23:11.228000,226,242,276,289,TRUE,MEDIUM,12,TRUE,McLaren,0 days 01:21:29.674000,22:29.7,1,18,FALSE,0,FALSE,TRUE,101.621,101.621,23.2,37,1010.4,FALSE,27.9,309,0.2
0 days 01:24:53.756000,RIC,3,0 days 00:01:42.461000,13,1,32.561,44.647,25.253,0 days 01:23:43.789000,0 days 01:24:28.436000,0 days 01:24:53.689000,225,236,274,280,FALSE,MEDIUM,13,TRUE,McLaren,0 days 01:23:11.295000,24:11.3,1,18,FALSE,0,FALSE,TRUE,102.461,102.461,23.1,37,1010.5,FALSE,27.8,8,0.1
0 days 01:26:36.131000,RIC,3,0 days 00:01:42.375000,14,1,32.526,44.7,25.149,0 days 01:25:26.215000,0 days 01:26:10.915000,0 days 01:26:36.064000,,241,275,285,FALSE,MEDIUM,14,TRUE,McLaren,0 days 01:24:53.756000,25:53.8,2,17,FALSE,0,FALSE,TRUE,102.375,102.375,23.1,38,1010.4,FALSE,27.8,27,0.1
0 days 01:28:18.674000,RIC,3,0 days 00:01:42.543000,15,1,32.542,44.776,25.225,0 days 01:27:08.606000,0 days 01:27:53.382000,0 days 01:28:18.607000,223,240,275,286,FALSE,MEDIUM,15,TRUE,McLaren,0 days 01:26:36.131000,27:36.1,1,15,FALSE,0,FALSE,TRUE,102.543,102.543,23.1,38,1010.5,FALSE,27.7,20,0.2
0 days 01:30:02.189000,RIC,3,0 days 00:01:43.515000,16,1,32.772,45.104,25.639,0 days 01:28:51.379000,0 days 01:29:36.483000,0 days 01:30:02.122000,226,239,282,292,FALSE,MEDIUM,16,TRUE,McLaren,0 days 01:28:18.674000,29:18.7,1,15,FALSE,0,FALSE,TRUE,103.515,103.515,23,38,1010.4,FALSE,27.7,148,0.3
0 days 01:31:48.404000,RIC,3,0 days 00:01:46.215000,17,1,32.743,45.284,28.188,0 days 01:30:34.865000,0 days 01:31:20.149000,0 days 01:31:48.337000,,237,,275,FALSE,MEDIUM,17,TRUE,McLaren,0 days 01:30:02.189000,31:02.2,1,18,FALSE,0,FALSE,FALSE,106.215,106.215,23,38,1010.5,FALSE,27.8,65,0.1
0 days 01:33:48.460000,RIC,3,0 days 00:02:00.056000,18,2,52.764,42.893,24.399,0 days 01:32:41.101000,0 days 01:33:23.994000,0 days 01:33:48.393000,222,248,273,219,FALSE,SOFT,1,TRUE,McLaren,0 days 01:31:48.404000,32:48.4,1,20,FALSE,0,FALSE,FALSE,120.056,120.056,22.9,38,1010.5,FALSE,27.9,24,0.3
0 days 01:35:27.834000,RIC,3,0 days 00:01:39.374000,19,2,31.779,43.192,24.403,0 days 01:34:20.172000,0 days 01:35:03.364000,0 days 01:35:27.767000,224,245,273,283,TRUE,SOFT,2,TRUE,McLaren,0 days 01:33:48.460000,34:48.5,1,20,FALSE,0,FALSE,TRUE,99.374,99.374,22.8,37,1010.2,FALSE,27.7,45,0.2
0 days 01:37:07.183000,RIC,3,0 days 00:01:39.349000,20,2,31.874,42.971,24.504,0 days 01:35:59.641000,0 days 01:36:42.612000,0 days 01:37:07.116000,225,245,273,288,TRUE,SOFT,3,TRUE,McLaren,0 days 01:35:27.834000,36:27.9,1,19,FALSE,0,FALSE,TRUE,99.349,99.349,22.7,37,1010.5,FALSE,27.6,16,0.4
0 days 01:38:46.905000,RIC,3,0 days 00:01:39.722000,21,2,32.063,43.16,24.499,0 days 01:37:39.179000,0 days 01:38:22.339000,0 days 01:38:46.838000,224,245,274,289,FALSE,SOFT,4,TRUE,McLaren,0 days 01:37:07.183000,38:07.2,1,19,FALSE,0,FALSE,TRUE,99.722,99.722,22.8,37,1010.4,FALSE,27.5,18,0.3
0 days 01:40:26.620000,RIC,3,0 days 00:01:39.715000,22,2,31.901,43.259,24.555,0 days 01:39:18.739000,0 days 01:40:01.998000,0 days 01:40:26.553000,225,247,273,,FALSE,SOFT,5,TRUE,McLaren,0 days 01:38:46.905000,39:46.9,1,19,FALSE,0,FALSE,TRUE,99.715,99.715,22.8,37,1010.4,FALSE,27.5,0,0.4
0 days 01:42:06.452000,RIC,3,0 days 00:01:39.832000,23,2,31.938,43.26,24.634,0 days 01:40:58.491000,0 days 01:41:41.751000,0 days 01:42:06.385000,,246,274,295,FALSE,SOFT,6,TRUE,McLaren,0 days 01:40:26.620000,41:26.6,1,19,FALSE,0,FALSE,TRUE,99.832,99.832,22.8,36,1010.5,FALSE,27.5,40,0.2
0 days 01:43:46.725000,RIC,3,0 days 00:01:40.273000,24,2,32.014,43.434,24.825,0 days 01:42:38.399000,0 days 01:43:21.833000,0 days 01:43:46.658000,,245,274,,FALSE,SOFT,7,TRUE,McLaren,0 days 01:42:06.452000,43:06.5,1,19,FALSE,0,FALSE,TRUE,100.273,100.273,22.8,36,1010.5,FALSE,27.4,0,0.2
0 days 01:45:27.092000,RIC,3,0 days 00:01:40.367000,25,2,32.128,43.487,24.752,0 days 01:44:18.786000,0 days 01:45:02.273000,0 days 01:45:27.025000,,245,275,292,FALSE,SOFT,8,TRUE,McLaren,0 days 01:43:46.725000,44:46.7,1,18,FALSE,0,FALSE,TRUE,100.367,100.367,22.8,36,1010.5,FALSE,27.4,22,0.1
0 days 01:47:07.613000,RIC,3,0 days 00:01:40.521000,26,2,32.095,43.688,24.738,0 days 01:45:59.120000,0 days 01:46:42.808000,0 days 01:47:07.546000,,244,283,,FALSE,SOFT,9,TRUE,McLaren,0 days 01:45:27.092000,46:27.1,1,18,FALSE,0,FALSE,TRUE,100.521,100.521,22.8,36,1010.5,FALSE,27.4,11,0.3
0 days 01:48:48.482000,RIC,3,0 days 00:01:40.869000,27,2,31.812,44.233,24.824,0 days 01:47:39.358000,0 days 01:48:23.591000,0 days 01:48:48.415000,226,242,286,294,FALSE,SOFT,10,TRUE,McLaren,0 days 01:47:07.613000,48:07.6,1,18,FALSE,0,FALSE,TRUE,100.869,100.869,22.8,36,1010.5,FALSE,27.4,277,0.3
0 days 01:50:29.670000,RIC,3,0 days 00:01:41.188000,28,2,32.149,44.301,24.738,0 days 01:49:20.564000,0 days 01:50:04.865000,0 days 01:50:29.603000,219,245,273,315,FALSE,SOFT,11,TRUE,McLaren,0 days 01:48:48.482000,49:48.5,1,17,FALSE,0,FALSE,TRUE,101.188,101.188,22.9,36,1010.5,FALSE,27.4,277,0.3
0 days 01:52:10.297000,RIC,3,0 days 00:01:40.627000,29,2,32.155,43.693,24.779,0 days 01:51:01.758000,0 days 01:51:45.451000,0 days 01:52:10.230000,224,243,273,295,FALSE,SOFT,12,TRUE,McLaren,0 days 01:50:29.670000,51:29.7,1,17,FALSE,0,FALSE,TRUE,100.627,100.627,22.9,36,1010.4,FALSE,27.3,6,0.2
0 days 01:53:50.944000,RIC,3,0 days 00:01:40.647000,30,2,32.077,43.702,24.868,0 days 01:52:42.307000,0 days 01:53:26.009000,0 days 01:53:50.877000,,248,274,,FALSE,SOFT,13,TRUE,McLaren,0 days 01:52:10.297000,53:10.3,1,17,FALSE,0,FALSE,TRUE,100.647,100.647,22.9,36,1010.4,FALSE,27.1,0,0.2
0 days 01:55:31.575000,RIC,3,0 days 00:01:40.631000,31,2,32.152,43.744,24.735,0 days 01:54:23.029000,0 days 01:55:06.773000,0 days 01:55:31.508000,225,247,274,293,FALSE,SOFT,14,TRUE,McLaren,0 days 01:53:50.944000,54:51.0,1,17,FALSE,0,FALSE,TRUE,100.631,100.631,22.8,36,1010.5,FALSE,27.2,3,0.1
0 days 01:57:12.261000,RIC,3,0 days 00:01:40.686000,32,2,32.144,43.691,24.851,0 days 01:56:03.652000,0 days 01:56:47.343000,0 days 01:57:12.194000,,246,274,294,FALSE,SOFT,15,TRUE,McLaren,0 days 01:55:31.575000,56:31.6,1,17,FALSE,0,FALSE,TRUE,100.686,100.686,22.8,36,1010.5,FALSE,27.2,9,0.1
0 days 01:58:55.620000,RIC,3,0 days 00:01:43.359000,33,2,32.148,43.679,27.532,0 days 01:57:44.342000,0 days 01:58:28.021000,0 days 01:58:55.553000,,249,,295,FALSE,SOFT,16,TRUE,McLaren,0 days 01:57:12.261000,58:12.3,1,17,FALSE,0,FALSE,FALSE,103.359,103.359,22.8,36,1010.5,FALSE,27.1,317,0
0 days 02:00:58.470000,RIC,3,0 days 00:02:02.850000,34,3,53.498,43.777,25.575,0 days 01:59:49.051000,0 days 02:00:32.828000,0 days 02:00:58.403000,223,179,285,214,FALSE,HARD,1,TRUE,McLaren,0 days 01:58:55.620000,59:55.6,1,19,FALSE,0,FALSE,FALSE,122.85,122.85,22.8,36,1010.5,FALSE,27.1,0,0.2
0 days 02:02:38.894000,RIC,3,0 days 00:01:40.424000,35,3,32.85,43.162,24.412,0 days 02:01:31.253000,0 days 02:02:14.415000,0 days 02:02:38.827000,228,246,276,315,FALSE,HARD,2,TRUE,McLaren,0 days 02:00:58.470000,01:58.5,1,19,FALSE,0,FALSE,TRUE,100.424,100.424,22.7,36,1010.5,FALSE,27,239,0
0 days 02:04:17.821000,RIC,3,0 days 00:01:38.927000,36,3,31.745,42.878,24.304,0 days 02:03:10.572000,0 days 02:03:53.450000,0 days 02:04:17.754000,227,249,276,292,TRUE,HARD,3,TRUE,McLaren,0 days 02:02:38.894000,03:38.9,1,19,FALSE,0,FALSE,TRUE,98.927,98.927,22.8,36,1010.5,FALSE,27.1,49,0.1
0 days 02:05:56.809000,RIC,3,0 days 00:01:38.988000,37,3,31.687,42.942,24.359,0 days 02:04:49.441000,0 days 02:05:32.383000,0 days 02:05:56.742000,228,247,275,297,FALSE,HARD,4,TRUE,McLaren,0 days 02:04:17.821000,05:17.8,1,19,FALSE,0,FALSE,TRUE,98.988,98.988,22.8,35,1010.7,FALSE,27,53,0.2
0 days 02:07:35.955000,RIC,3,0 days 00:01:39.146000,38,3,31.768,42.985,24.393,0 days 02:06:28.510000,0 days 02:07:11.495000,0 days 02:07:35.888000,,247,275,296,FALSE,HARD,5,TRUE,McLaren,0 days 02:05:56.809000,06:56.8,1,18,FALSE,0,FALSE,TRUE,99.146,99.146,22.8,35,1010.7,FALSE,27,54,0.1
0 days 02:09:15.275000,RIC,3,0 days 00:01:39.320000,39,3,31.847,43.053,24.42,0 days 02:08:07.735000,0 days 02:08:50.788000,0 days 02:09:15.208000,227,248,276,295,FALSE,HARD,6,TRUE,McLaren,0 days 02:07:35.955000,08:36.0,1,18,FALSE,0,FALSE,TRUE,99.32,99.32,22.7,36,1010.5,FALSE,26.9,7,0.1
0 days 02:10:54.432000,RIC,3,0 days 00:01:39.157000,40,3,31.706,42.994,24.457,0 days 02:09:46.914000,0 days 02:10:29.908000,0 days 02:10:54.365000,,248,276,297,FALSE,HARD,7,TRUE,McLaren,0 days 02:09:15.275000,10:15.3,1,18,FALSE,0,FALSE,TRUE,99.157,99.157,22.7,36,1010.5,FALSE,26.8,183,0.2
0 days 02:12:33.486000,RIC,3,0 days 00:01:39.054000,41,3,31.708,42.895,24.451,0 days 02:11:26.073000,0 days 02:12:08.968000,0 days 02:12:33.419000,233,255,276,,FALSE,HARD,8,TRUE,McLaren,0 days 02:10:54.432000,11:54.4,1,18,FALSE,0,FALSE,TRUE,99.054,99.054,22.7,36,1010.5,FALSE,26.9,164,0.2
0 days 02:14:14.555000,RIC,3,0 days 00:01:41.069000,42,3,31.864,44.804,24.401,0 days 02:13:05.283000,0 days 02:13:50.087000,0 days 02:14:14.488000,230,244,284,298,FALSE,HARD,9,TRUE,McLaren,0 days 02:12:33.486000,13:33.5,1,17,FALSE,0,FALSE,TRUE,101.069,101.069,22.7,36,1010.5,FALSE,27,186,0.1
0 days 02:15:53.976000,RIC,3,0 days 00:01:39.421000,43,3,31.543,43.454,24.424,0 days 02:14:46.031000,0 days 02:15:29.485000,0 days 02:15:53.909000,233,254,275,300,FALSE,HARD,10,TRUE,McLaren,0 days 02:14:14.555000,15:14.6,1,17,FALSE,0,FALSE,TRUE,99.421,99.421,22.7,36,1010.5,FALSE,26.7,0,0.2
0 days 02:17:43.203000,RIC,3,0 days 00:01:49.227000,44,3,32.841,43.788,32.598,0 days 02:16:26.750000,0 days 02:17:10.538000,0 days 02:17:43.136000,180,249,,288,FALSE,HARD,11,TRUE,McLaren,0 days 02:15:53.976000,16:54.0,64,17,FALSE,0,FALSE,FALSE,109.227,109.227,22.7,36,1010.5,FALSE,26.7,247,0.2
0 days 02:20:11.906000,RIC,3,0 days 00:02:28.703000,45,4,61.768,54.632,32.303,0 days 02:18:44.904000,0 days 02:19:39.536000,0 days 02:20:11.839000,169,189,200,219,FALSE,SOFT,1,TRUE,McLaren,0 days 02:17:43.203000,18:43.2,4,18,FALSE,0,FALSE,FALSE,148.703,148.703,22.7,36,1010.5,FALSE,26.7,0,0.1
0 days 02:22:22.718000,RIC,3,0 days 00:02:10.812000,46,4,41.448,56.825,32.539,0 days 02:20:53.287000,0 days 02:21:50.112000,0 days 02:22:22.651000,178,180,231,185,FALSE,SOFT,2,TRUE,McLaren,0 days 02:20:11.906000,21:11.9,4,16,FALSE,0,FALSE,FALSE,130.812,130.812,22.7,36,1010.5,FALSE,26.6,345,0.1
0 days 02:24:21.325000,RIC,3,0 days 00:01:58.607000,47,4,33.662,46.901,38.044,0 days 02:22:56.313000,0 days 02:23:43.214000,0 days 02:24:21.258000,219,186,212,274,FALSE,SOFT,3,TRUE,McLaren,0 days 02:22:22.718000,23:22.7,4,16,FALSE,0,FALSE,FALSE,118.607,118.607,22.6,36,1010.5,FALSE,26.5,352,0.1
0 days 02:26:18.423000,RIC,3,0 days 00:01:57.098000,48,4,42.026,49.813,25.259,0 days 02:25:03.284000,0 days 02:25:53.097000,0 days 02:26:18.356000,104,221,275,259,FALSE,SOFT,4,TRUE,McLaren,0 days 02:24:21.325000,25:21.3,4,16,FALSE,0,FALSE,FALSE,117.098,117.098,22.5,36,1010.7,FALSE,26.5,354,0.2
0 days 02:27:57.876000,RIC,3,0 days 00:01:39.453000,49,4,32.538,42.985,23.93,0 days 02:26:50.894000,0 days 02:27:33.879000,0 days 02:27:57.809000,231,260,277,272,FALSE,SOFT,5,TRUE,McLaren,0 days 02:26:18.423000,27:18.4,4,16,FALSE,0,FALSE,FALSE,99.453,99.453,22.4,36,1010.7,FALSE,26.4,320,0.2
0 days 02:29:35.137000,RIC,3,0 days 00:01:37.261000,50,4,31.124,42.142,23.995,0 days 02:28:28.933000,0 days 02:29:11.075000,0 days 02:29:35.070000,,256,276,296,TRUE,SOFT,6,TRUE,McLaren,0 days 02:27:57.876000,28:57.9,4,16,FALSE,0,FALSE,FALSE,97.261,97.261,22.4,36,1010.7,FALSE,26.4,359,0.1
0 days 02:31:12.717000,RIC,3,0 days 00:01:37.580000,51,4,31.184,42.192,24.204,0 days 02:30:06.254000,0 days 02:30:48.446000,0 days 02:31:12.650000,,256,277,297,FALSE,SOFT,7,TRUE,McLaren,0 days 02:29:35.137000,30:35.2,1,16,FALSE,0,FALSE,FALSE,97.58,97.58,22.4,36,1010.7,FALSE,26.5,261,0.1
0 days 02:32:50.371000,RIC,3,0 days 00:01:37.654000,52,4,31.326,42.252,24.076,0 days 02:31:43.976000,0 days 02:32:26.228000,0 days 02:32:50.304000,232,258,278,,FALSE,SOFT,8,TRUE,McLaren,0 days 02:31:12.717000,32:12.7,1,16,FALSE,0,FALSE,TRUE,97.654,97.654,22.4,36,1010.7,FALSE,26.3,29,0.2
0 days 02:34:28.042000,RIC,3,0 days 00:01:37.671000,53,4,31.305,42.239,24.127,0 days 02:33:21.609000,0 days 02:34:03.848000,0 days 02:34:27.975000,,259,279,294,FALSE,SOFT,9,TRUE,McLaren,0 days 02:32:50.371000,33:50.4,1,16,FALSE,0,FALSE,TRUE,97.671,97.671,22.4,35,1010.7,FALSE,26.4,39,0.1
0 days 02:36:06.162000,RIC,3,0 days 00:01:38.120000,54,4,31.385,42.493,24.242,0 days 02:34:59.360000,0 days 02:35:41.853000,0 days 02:36:06.095000,231,252,280,299,FALSE,SOFT,10,TRUE,McLaren,0 days 02:34:28.042000,35:28.1,1,16,FALSE,0,FALSE,TRUE,98.12,98.12,22.4,36,1010.7,FALSE,26.3,186,0.1
0 days 02:37:44.801000,RIC,3,0 days 00:01:38.639000,55,4,31.561,42.646,24.432,0 days 02:36:37.656000,0 days 02:37:20.302000,0 days 02:37:44.734000,229,253,279,300,FALSE,SOFT,11,TRUE,McLaren,0 days 02:36:06.162000,37:06.2,1,15,FALSE,0,FALSE,TRUE,98.639,98.639,22.4,35,1010.7,FALSE,26.3,353,0.2
0 days 02:39:23.661000,RIC,3,0 days 00:01:38.860000,56,4,31.595,42.858,24.407,0 days 02:38:16.329000,0 days 02:38:59.187000,0 days 02:39:23.594000,,255,276,299,FALSE,SOFT,12,TRUE,McLaren,0 days 02:37:44.801000,38:44.8,1,15,FALSE,0,FALSE,TRUE,98.86,98.86,22.3,36,1010.7,FALSE,26.3,205,0.2
0 days 02:41:03.745000,RIC,3,0 days 00:01:40.084000,57,4,32.486,42.979,24.619,0 days 02:39:56.080000,0 days 02:40:39.059000,0 days 02:41:03.678000,230,252,275,277,FALSE,SOFT,13,TRUE,McLaren,0 days 02:39:23.661000,40:23.7,2,14,FALSE,0,FALSE,TRUE,100.084,100.084,22.3,36,1010.7,FALSE,26.3,203,0.2
0 days 01:04:21.356000,OCO,31,0 days 00:01:46.170000,1,1,0,45.149,24.658,0,0 days 01:03:56.701000,0 days 01:04:21.359000,233,248,274,258,FALSE,SOFT,1,TRUE,Alpine,0 days 01:02:34.872000,03:34.9,1,10,FALSE,0,FALSE,FALSE,106.17,,23.9,25,1010.2,FALSE,29.1,20,0.5
0 days 01:06:01.467000,OCO,31,0 days 00:01:40.111000,2,1,31.913,43.342,24.856,0 days 01:04:53.215000,0 days 01:05:36.557000,0 days 01:06:01.413000,227,247,275,291,TRUE,SOFT,2,TRUE,Alpine,0 days 01:04:21.356000,05:21.4,1,10,FALSE,0,FALSE,TRUE,100.111,100.111,23.8,26,1010.4,FALSE,29,357,0.5
0 days 01:07:41.715000,OCO,31,0 days 00:01:40.248000,3,1,31.988,43.503,24.757,0 days 01:06:33.401000,0 days 01:07:16.904000,0 days 01:07:41.661000,226,247,284,292,FALSE,SOFT,3,TRUE,Alpine,0 days 01:06:01.467000,07:01.5,1,10,FALSE,0,FALSE,TRUE,100.248,100.248,23.8,27,1010.4,FALSE,29,12,0.5
0 days 01:09:21.924000,OCO,31,0 days 00:01:40.209000,4,1,31.797,43.662,24.75,0 days 01:08:13.458000,0 days 01:08:57.120000,0 days 01:09:21.870000,229,251,283,317,FALSE,SOFT,4,TRUE,Alpine,0 days 01:07:41.715000,08:41.7,1,10,FALSE,0,FALSE,TRUE,100.209,100.209,23.8,29,1010.4,FALSE,28.7,12,0.4
0 days 01:11:02.407000,OCO,31,0 days 00:01:40.483000,5,1,31.859,43.773,24.851,0 days 01:09:53.729000,0 days 01:10:37.502000,0 days 01:11:02.353000,227,249,283,316,FALSE,SOFT,5,TRUE,Alpine,0 days 01:09:21.924000,10:21.9,1,10,FALSE,0,FALSE,TRUE,100.483,100.483,23.8,33,1010.4,FALSE,28.5,316,0.4
0 days 01:12:42.965000,OCO,31,0 days 00:01:40.558000,6,1,31.866,43.869,24.823,0 days 01:11:34.219000,0 days 01:12:18.088000,0 days 01:12:42.911000,,248,283,314,FALSE,SOFT,6,TRUE,Alpine,0 days 01:11:02.407000,12:02.4,1,10,FALSE,0,FALSE,TRUE,100.558,100.558,23.7,33,1010.4,FALSE,28.3,314,0.2
0 days 01:14:23.747000,OCO,31,0 days 00:01:40.782000,7,1,31.875,43.929,24.978,0 days 01:13:14.786000,0 days 01:13:58.715000,0 days 01:14:23.693000,229,248,283,320,FALSE,SOFT,7,TRUE,Alpine,0 days 01:12:42.965000,13:43.0,1,10,FALSE,0,FALSE,TRUE,100.782,100.782,23.6,34,1010.4,FALSE,28.3,37,0.1
0 days 01:16:04.189000,OCO,31,0 days 00:01:40.442000,8,1,31.839,43.773,24.83,0 days 01:14:55.532000,0 days 01:15:39.305000,0 days 01:16:04.135000,225,250,273,324,FALSE,SOFT,8,TRUE,Alpine,0 days 01:14:23.747000,15:23.8,1,9,FALSE,0,FALSE,TRUE,100.442,100.442,23.5,35,1010.4,FALSE,28.1,204,0.3
0 days 01:17:45.008000,OCO,31,0 days 00:01:40.819000,9,1,32.185,43.735,24.899,0 days 01:16:36.320000,0 days 01:17:20.055000,0 days 01:17:44.954000,,248,273,291,FALSE,SOFT,9,TRUE,Alpine,0 days 01:16:04.189000,17:04.2,1,9,FALSE,0,FALSE,TRUE,100.819,100.819,23.4,36,1010.4,FALSE,28,26,0.2
0 days 01:19:26,OCO,31,0 days 00:01:40.992000,10,1,32.197,43.724,25.071,0 days 01:18:17.151000,0 days 01:19:00.875000,0 days 01:19:25.946000,226,248,273,290,FALSE,SOFT,10,TRUE,Alpine,0 days 01:17:45.008000,18:45.0,1,9,FALSE,0,FALSE,TRUE,100.992,100.992,23.3,36,1010.2,FALSE,28,50,0.2
0 days 01:21:07.082000,OCO,31,0 days 00:01:41.082000,11,1,32.165,43.95,24.967,0 days 01:19:58.111000,0 days 01:20:42.061000,0 days 01:21:07.028000,,248,273,291,FALSE,SOFT,11,TRUE,Alpine,0 days 01:19:26,20:26.0,1,9,FALSE,0,FALSE,TRUE,101.082,101.082,23.3,36,1010.4,FALSE,28,36,0.2
0 days 01:22:48.176000,OCO,31,0 days 00:01:41.094000,12,1,32.2,43.905,24.989,0 days 01:21:39.228000,0 days 01:22:23.133000,0 days 01:22:48.122000,,247,273,292,FALSE,SOFT,12,TRUE,Alpine,0 days 01:21:07.082000,22:07.1,1,8,FALSE,0,FALSE,TRUE,101.094,101.094,23.2,37,1010.4,FALSE,27.9,309,0.2
0 days 01:24:29.571000,OCO,31,0 days 00:01:41.395000,13,1,32.362,44.028,25.005,0 days 01:23:20.484000,0 days 01:24:04.512000,0 days 01:24:29.517000,,247,273,,FALSE,SOFT,13,TRUE,Alpine,0 days 01:22:48.176000,23:48.2,1,8,FALSE,0,FALSE,TRUE,101.395,101.395,23.1,37,1010.4,FALSE,27.8,242,0.2
0 days 01:26:13.651000,OCO,31,0 days 00:01:44.080000,14,1,32.216,44.05,27.814,0 days 01:25:01.733000,0 days 01:25:45.783000,0 days 01:26:13.597000,228,246,,291,FALSE,SOFT,14,TRUE,Alpine,0 days 01:24:29.571000,25:29.6,2,8,FALSE,0,FALSE,FALSE,104.08,104.08,23.1,38,1010.4,FALSE,27.8,27,0.1
0 days 01:28:19.285000,OCO,31,0 days 00:02:05.634000,15,2,58.681,42.722,24.231,0 days 01:27:12.278000,0 days 01:27:55,0 days 01:28:19.231000,228,252,278,214,FALSE,MEDIUM,1,TRUE,Alpine,0 days 01:26:13.651000,27:13.7,1,16,FALSE,0,FALSE,FALSE,125.634,125.634,23.1,38,1010.5,FALSE,27.7,20,0.2
0 days 01:29:59.364000,OCO,31,0 days 00:01:40.079000,16,2,31.61,43.198,25.271,0 days 01:28:50.841000,0 days 01:29:34.039000,0 days 01:29:59.310000,229,249,274,297,TRUE,MEDIUM,2,TRUE,Alpine,0 days 01:28:19.285000,29:19.3,1,11,FALSE,0,FALSE,TRUE,100.079,100.079,23,38,1010.4,FALSE,27.7,148,0.3
0 days 01:31:38.184000,OCO,31,0 days 00:01:38.820000,17,2,31.656,42.755,24.409,0 days 01:30:30.966000,0 days 01:31:13.721000,0 days 01:31:38.130000,226,252,275,290,TRUE,MEDIUM,3,TRUE,Alpine,0 days 01:29:59.364000,30:59.4,1,11,FALSE,0,FALSE,TRUE,98.82,98.82,23,38,1010.5,FALSE,27.8,65,0.1
0 days 01:33:18.209000,OCO,31,0 days 00:01:40.025000,18,2,31.644,43.282,25.099,0 days 01:32:09.774000,0 days 01:32:53.056000,0 days 01:33:18.155000,228,245,283,293,FALSE,MEDIUM,4,TRUE,Alpine,0 days 01:31:38.184000,32:38.2,1,10,FALSE,0,FALSE,TRUE,100.025,100.025,22.9,38,1010.5,FALSE,27.9,24,0.3
0 days 01:34:56.651000,OCO,31,0 days 00:01:38.442000,19,2,31.216,42.784,24.442,0 days 01:33:49.371000,0 days 01:34:32.155000,0 days 01:34:56.597000,,255,274,311,TRUE,MEDIUM,5,TRUE,Alpine,0 days 01:33:18.209000,34:18.2,1,10,FALSE,0,FALSE,TRUE,98.442,98.442,22.8,37,1010.2,FALSE,27.7,45,0.2
